,population,mAgeTotal,mAgeM,mAgeF,state,cDistrict,schoolTotal,No Schooling,Nursery,Kinder,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th nod,12th d,GEDalt,colUnder1yr,colOver1yr,Associates,Bachelors,Masters,ProfSchool,Doctorate,piTotal,psUTotal,psUM,psUF,psOTotal,psOM,psOF,eTotal,woE,withE,wTotal,woW,withW,healthTotal,healthM,healthF
124,741464,36.3,34.9,37.4,13,10,467757,5623,84,160,165,81,439,1046,774,1966,3307,4897,8891,12148,13521,7992,123888,27078,31915,63856,35218,70313,35281,10045,9069,716234,119327,50419,68908,596907,296501,300406,253432,197094,56338,253432,191755,61677,728869,351591,377278
125,764184,36.3,35.1,37.6,13,11,506101,4906,0,0,456,856,1741,1341,883,5821,1656,4729,7417,7558,6683,8401,88738,17376,26217,80887,33038,135515,51725,14048,6109,751486,77856,35310,42546,673630,333628,340002,280307,238045,42262,280307,228793,51514,757822,371718,386104
126,719970,35.7,34.2,36.8,13,12,470113,6285,0,359,82,252,1362,1315,1187,2363,2401,8645,10783,15425,14696,9090,130829,30113,25274,72906,38602,55841,26578,9196,6529,683678,145186,67367,77819,538492,261514,276978,252350,190807,61543,252350,185064,67286,688597,328327,360270
127,746218,35.2,33.3,36.8,13,13,477558,5204,213,147,95,95,1263,400,1276,4341,1725,5014,5692,7786,8394,8646,117828,17906,27084,86936,36071,89167,42000,5797,4478,738368,102717,45262,57455,635651,296951,338700,257261,215276,41985,257261,209618,47643,740399,342991,397408
128,710176,38.1,36.5,39.7,13,14,470799,7325,82,132,526,504,844,1870,1820,7793,3608,8952,13417,17932,19049,8748,116903,38014,28636,74806,34596,55993,19595,5944,3710,696341,103620,46802,56818,592721,295496,297225,253245,192313,60932,253245,185398,67847,700876,343386,357490
129,706501,39.2,37.6,40.8,15,01,500083,6703,155,277,372,425,803,812,1090,5006,952,3327,5872,5631,4986,6767,108847,10778,26422,75494,55223,119760,38322,13340,8719,687384,57737,23742,33995,629647,317227,312420,230958,187030,43928,230958,181770,49188,679718,331069,348649
130,722056,38.5,36.9,40.2,15,02,490854,4283,153,170,76,465,1218,830,1383,3008,1411,3164,3127,5211,7217,4769,146533,11585,27455,83306,49038,92090,29481,8649,6232,702058,71832,33788,38044,630226,317899,312327,224910,179581,45329,224910,169336,55574,699012,346042,352970
131,864758,38.0,36.8,39.2,16,01,571282,3716,260,85,258,368,1211,611,805,3579,1848,4564,6414,9166,14989,8240,134672,35998,50889,97235,51176,100256,31629,7346,5967,846468,115964,54850,61114,730504,370213,360291,315763,236452,79311,315763,223451,92312,853269,428227,425042
132,818382,34.0,33.4,34.6,16,02,515983,5213,0,148,0,437,822,917,501,4550,939,3602,6720,6993,8224,8949,108642,23554,40262,87099,53199,103107,34044,10296,7765,806124,121481,56312,65169,684643,341470,343173,295109,234704,60405,295109,224651,70458,809598,398536,411062
133,691474,39.4,37.1,41.2,17,01,472483,5159,0,0,42,524,699,875,1044,2816,1588,7482,4471,8021,10533,9694,110925,14504,27566,90365,39527,81301,39376,8937,7034,680474,118476,47326,71150,561998,269368,292630,265181,192873,72308,265181,188614,76567,687611,320343,367268
134,713917,38.0,35.8,39.5,17,02,463595,5479,0,229,175,344,1169,1497,1683,5447,559,5919,6631,8655,11604,11566,109979,17926,32721,96315,37504,66729,32674,5300,3490,703137,134525,58858,75667,568612,269822,298790,263915,195181,68734,263915,190007,73908,708049,331034,377015
135,720930,37.7,36.4,39.1,17,03,482264,9723,89,50,327,936,1578,891,1622,9284,2615,8447,5894,7847,8364,10670,130205,16463,29183,71049,37157,87308,32533,7010,3019,709207,73063,34489,38574,636144,319667,316477,244418,196192,48226,244418,191552,52866,713030,356113,356917
136,695098,33.2,32.8,33.6,17,04,451637,14891,216,178,664,4323,2058,3243,3040,31503,2663,14249,9505,10478,10539,13915,107822,16800,16113,53143,25635,75181,27630,5388,2460,690682,114251,48773,65478,576431,301544,274887,223350,193703,29647,223350,186818,36532,693060,351522,341538
137,723373,35.0,34.4,35.6,17,05,522238,7215,0,34,181,121,1267,502,1320,5359,963,6116,2319,3639,3415,8071,80496,10478,18221,56643,30279,174745,78361,24523,7970,713243,58849,25954,32895,654394,326007,328387,297889,252981,44908,297889,244726,53163,718708,354487,364221
138,722323,40.5,39.1,42.1,17,06,494532,4172,110,33,44,0,514,140,1217,1389,637,2234,2287,3630,3059,5587,70869,9022,29475,65563,36461,160506,73203,16697,7683,712132,33780,14250,19530,678352,334147,344205,262303,216910,45393,262303,211402,50901,717799,351325,366474
139,723481,34.5,33.1,35.7,17,07,501103,5954,0,136,367,1090,808,1088,1353,6427,1683,7372,6706,11253,15894,8935,103403,14575,20927,65458,23844,112564,59880,20950,10436,696266,156424,66320,90104,539842,259248,280594,295886,228875,67011,295886,222252,73634,708147,330782,377365
140,717789,37.3,36.3,38.2,17,08,487770,8628,208,111,351,444,2457,1764,2669,10834,1720,10403,5543,6271,7290,9777,114277,12781,28223,71370,33721,106702,43001,6147,3078,712250,80916,37150,43766,631334,322526,308808,253677,215448,38229,253677,209462,44215,713909,360671,353238
141,724071,40.1,39.5,40.7,17,09,511899,6509,61,364,54,522,976,1029,1991,3904,1100,5052,3676,5664,6157,9320,71416,10237,20687,62364,28623,156475,80158,21649,13911,704366,86078,38650,47428,618288,303384,314904,286837,222654,64183,286837,211516,75321,714363,346207,368156
142,710610,38.2,36.3,40.3,17,10,467972,6307,143,243,90,503,1210,1479,2046,7630,1677,5833,5175,5159,5615,6647,89920,10274,25722,57023,29108,117347,63883,17155,7783,691674,62028,28339,33689,629646,310558,319088,251252,205939,45313,251252,200704,50548,693132,339201,353931
143,730480,36.1,35.6,36.6,17,11,471623,7714,137,31,286,750,2815,1465,2219,10521,1545,6617,4660,5123,6070,8896,91910,15253,30571,67860,37336,106110,50142,8379,5213,723223,66557,30213,36344,656666,323837,332829,251942,210486,41456,251942,206546,45396,725979,355418,370561
144,693736,39.4,37.9,41.3,17,12,477135,2497,10,25,82,65,286,397,325,1078,1126,6437,6475,9571,12489,6154,118334,28481,39323,80219,49475,68519,34829,6435,4503,669553,109942,48155,61787,559611,277161,282450,277601,201700,75901,277601,196339,81262,673155,326722,346433
145,704699,36.9,35.4,38.4,17,13,462288,2793,0,30,15,28,48,194,150,232,604,5590,4201,7646,8156,5525,118064,20511,38454,68197,42057,81266,38825,9208,10494,665081,112585,50515,62070,552496,277415,275081,283971,212510,71461,283971,206821,77150,691528,340468,351060
146,736397,38.9,37.2,40.4,17,14,480043,2464,0,18,170,207,249,365,1856,3678,798,3737,3414,4882,3930,6295,91184,12526,35017,66168,40985,129455,57625,7842,7178,731392,48781,21762,27019,682611,343863,338748,250357,208867,41490,250357,203485,46872,733164,366171,366993
147,700549,40.5,39.3,41.8,17,15,483638,3215,10,274,77,22,177,355,238,1417,1115,10893,5224,11206,10850,5252,136935,27934,40413,74706,55646,63579,28169,3557,2374,673463,95351,42771,52580,578112,285194,292918,275299,199296,76003,275299,190271,85028,678978,329945,349033
148,687998,41.0,39.6,42.9,17,16,472433,2512,0,161,191,362,591,95,583,1616,956,4692,5463,8543,12109,8850,135104,23102,42408,72714,47613,65897,29442,5884,3545,667192,82616,34764,47852,584576,295523,289053,270748,208714,62034,270748,202353,68395,674572,334221,340351
149,691212,40.2,38.5,41.7,17,17,471381,4496,242,133,66,689,655,1069,765,2205,1478,5041,7370,12705,15038,7861,131747,27426,45052,75843,43457,59898,21263,4300,2582,667990,121273,53707,67566,546717,272116,274601,283430,204508,78922,283430,198008,85422,676102,329622,346480
150,713402,40.6,39.6,41.9,17,18,491185,3269,70,138,25,41,500,256,472,492,261,4863,3601,6381,8403,4698,129918,19591,39745,68305,44561,100258,39135,9219,6983,690732,66013,29440,36573,624719,310509,314210,283990,216351,67639,283990,208855,75135,699102,343750,355352
151,711958,38.7,37.1,40.2,18,01,481858,4133,74,0,126,442,579,589,1307,3493,670,4151,6661,9591,10531,8460,146319,21638,35018,74264,44850,70421,29657,5669,3215,692114,98848,42290,56558,593266,295469,297797,270418,206913,63505,270418,202887,67531,699434,340636,358798
152,724060,38.0,36.7,39.1,18,02,474369,4639,0,0,147,616,382,749,660,4853,962,13963,10213,12519,14644,9939,142765,30325,34689,59771,33991,62443,24966,7102,4031,701738,101429,46101,55328,600309,298252,302057,265086,203767,61319,265086,198177,66909,714078,349245,364833
153,740262,37.2,35.7,38.6,18,03,482856,5334,162,259,800,336,596,399,807,1899,1390,13463,6741,10494,10204,8121,138586,24198,35332,68656,44587,72616,28420,6771,2685,724710,97516,43015,54501,627194,314509,312685,282012,221153,60859,282012,215666,66346,732466,361172,371294
154,749049,36.6,34.9,38.5,18,04,483085,3517,0,0,55,30,446,694,567,2274,1311,4789,6606,11547,11669,7012,146464,23181,29508,66703,41216,78619,34205,6634,6038,713691,91336,42387,48949,622355,311128,311227,286048,224329,61719,286048,219003,67045,735930,366637,369293
155,768412,37.9,36.9,38.6,18,05,518432,2522,0,73,99,0,304,444,554,1214,497,4232,4073,8198,6165,5726,102677,17043,25168,68848,37512,147652,59447,16133,9851,753142,74079,30867,43212,679063,331958,347105,304370,246127,58243,304370,239167,65203,759877,365229,394648
156,720656,40.1,39.0,41.6,18,06,486573,3796,0,97,77,263,221,303,303,2037,1765,7753,9865,11703,13027,6414,160295,32034,32560,63088,40177,62943,30398,3432,4022,698316,102529,46291,56238,595787,300411,295376,280264,211286,68978,280264,204710,75554,708068,351055,357013
157,751554,33.8,32.4,34.9,18,07,484437,6147,125,254,580,851,1276,1237,1812,4994,2300,7367,9132,11687,16700,9359,124769,28112,32768,72907,38433,76422,27178,6778,3249,735114,153136,68348,84788,581978,287437,294541,285276,224798,60478,285276,218482,66794,743154,358941,384213
158,717028,39.4,37.8,41.0,18,08,485301,3311,74,0,40,115,87,185,218,857,980,9693,7633,11992,12292,8071,149099,26775,32166,67080,51370,66367,28985,4618,3293,688298,95304,40463,54841,592994,301381,291613,281301,217698,63603,281301,210743,70558,700692,347727,352965
159,750074,38.0,36.5,39.3,18,09,495665,3964,87,204,0,0,479,113,453,536,1273,6913,8256,10423,12172,8917,139880,27722,34559,67128,42000,78810,38591,7051,6134,725681,91900,40969,50931,633781,315068,318713,278495,218350,60145,278495,211707,66788,741215,363545,377670
160,771008,38.8,37.5,40.2,19,01,515115,3026,89,146,0,166,436,223,595,1367,795,8003,4626,6569,7811,5774,148632,19627,38462,69300,59974,96715,31753,6498,4528,743459,83075,37251,45824,660384,333998,326386,307410,240534,66876,307410,233278,74132,761085,378145,382940
161,778964,38.0,36.7,39.3,19,02,519381,2935,127,0,0,58,216,294,240,1961,684,7616,6197,6109,8821,5575,148511,23305,35814,67022,56087,91740,36035,10848,9186,752538,104807,46940,57867,647731,323524,324207,308367,238423,69944,308367,229615,78752,767601,379053,388548
162,824082,36.9,35.9,37.8,19,03,548951,4455,107,167,127,782,590,930,1467,3160,1110,5223,5203,6153,7504,7194,127012,19206,39912,80748,56173,124679,40518,12129,4402,806647,75836,31285,44551,730811,367273,363538,321446,264488,56958,321446,256686,64760,814304,401901,412403
163,760639,39.1,37.5,41.0,19,04,503573,3553,210,137,21,429,534,801,421,4319,980,7742,3240,6348,10439,8293,145810,17429,36714,70201,61821,85108,26777,5795,6451,728694,92660,40721,51939,636034,320638,315396,310709,243843,66866,310709,232359,78350,748447,372996,375451
164,708078,35.4,34.2,36.6,20,01,447354,5792,21,47,117,650,1198,906,612,6289,749,8169,5264,5947,7834,8816,110737,19785,43500,71854,42198,70035,27098,5645,4091,677577,87753,39887,47866,589824,299673,290151,269153,213474,55679,269153,203961,65192,683600,340230,343370
165,716597,37.5,36.0,39.6,20,02,471009,2857,122,0,109,165,78,193,297,1485,902,4472,3544,6971,8246,7117,124945,22364,36377,74223,38956,80689,42447,9102,5348,687905,92349,43373,48976,595556,298179,297377,277244,212298,64946,277244,204474,72770,700571,346811,353760
166,759978,36.8,35.7,37.7,20,03,503512,3981,0,104,367,1211,700,1029,931,3753,1304,3555,5465,4987,7462,5314,78626,12515,28573,69037,36139,150611,63814,16075,7959,752233,64221,26669,37552,688012,342892,345120,288299,241910,46389,288299,234670,53629,754855,370558,384297
167,722636,36.3,35.2,37.6,20,04,470061,4719,118,0,15,352,470,880,647,2328,1824,4973,5533,8292,12872,6688,105226,22096,39235,75544,39737,89526,37623,6805,4558,708149,98221,44381,53840,609928,304998,304930,275711,214385,61326,275711,207402,68309,711836,351397,360439
168,717739,40.2,38.7,42.0,21,01,485520,5835,0,107,342,219,719,395,426,3255,4229,15886,10458,13544,14715,8080,148216,37750,32687,67460,45086,45830,22551,5427,2303,690902,138442,60780,77662,552460,277486,274974,278896,188515,90381,278896,178865,100031,695679,338976,356703
169,754967,38.4,37.6,39.3,21,02,500359,4739,43,143,91,52,972,644,570,2544,2357,11754,8823,13063,11218,7437,132878,36709,36661,72162,53000,60792,33283,6077,4347,730091,117860,48676,69184,612231,308842,303389,284181,215244,68937,284181,208917,75264,741652,361979,379673
170,740860,38.2,36.6,40.2,21,03,512367,5341,0,86,247,240,338,93,671,1365,1183,5344,5601,11083,12733,7676,109549,26039,36398,87427,42611,94622,44519,13376,5825,725291,106445,45393,61052,618846,305518,313328,305947,237035,68912,305947,232338,73609,732661,353402,379259
171,754502,38.5,37.6,39.5,21,04,506069,5078,0,0,119,203,374,654,381,2154,1703,9466,7388,8635,10547,6855,123069,27411,34786,82412,41660,91382,39518,7949,4325,737566,95314,42444,52870,642252,319401,322851,280953,219965,60988,280953,212806,68147,740961,363292,377669
172,703315,41.0,39.3,42.7,21,05,486901,5932,103,305,100,724,1763,1456,1875,4902,6334,29029,18746,20432,15489,8323,142994,39747,26859,64936,36315,33630,17940,6425,2542,677428,198554,89072,109482,478874,242282,236592,270305,152885,117420,270305,145087,125218,687222,336256,350966
173,765591,36.7,35.5,37.8,21,06,504293,4940,203,197,496,676,549,471,1247,3967,2527,12567,8361,11058,11516,5954,112715,31222,29258,68994,37697,92825,45186,11974,9693,737675,137445,57139,80306,600230,302530,297700,297424,232649,64775,297424,225327,72097,756205,367433,388772
174,803427,38.4,37.0,39.7,22,01,545519,6254,120,110,237,396,782,795,839,5173,4950,7104,8258,12607,13612,8319,130643,28289,27475,93670,30417,107513,35713,16227,6016,788745,108552,48650,59902,680193,334312,345881,301862,236265,65597,301862,224934,76928,796265,385253,411012
175,792390,35.9,35.0,36.9,22,02,538055,8770,74,52,79,136,734,1423,1796,6482,3969,7376,10920,19365,25342,13415,142266,24950,25659,93212,25936,79609,31093,11228,4169,770936,192225,85535,106690,578711,283837,294874,295726,219339,76387,295726,210784,84942,776000,371038,404962
176,785686,36.0,34.8,36.9,22,03,514979,8195,34,62,107,353,1843,703,1322,3780,3898,10535,12574,15927,16348,9384,160962,30716,27332,73686,29032,73318,23693,6872,4303,770248,157919,67412,90507,612329,307270,305059,289330,216521,72809,289330,207407,81923,777852,378122,399730
177,753181,36.7,35.2,38.4,22,04,497252,5153,346,0,19,489,740,523,1274,2536,3791,8407,8920,16314,16089,8890,153874,26436,30269,77240,37079,63568,25365,6225,3705,729847,170821,73930,96891,559026,280067,278959,279395,197854,81541,279395,192075,87320,725164,348401,376763
178,748306,37.4,36.3,38.6,22,05,496174,6348,0,0,287,327,1178,454,1130,3665,4777,11705,14762,20238,21833,8228,158993,33902,30750,65956,28422,54235,20426,5076,3482,701720,174352,75626,98726,527368,261746,265622,265342,183598,81744,265342,176526,88816,708540,340549,367991
179,798676,35.2,33.7,36.6,22,06,523041,5635,475,10,310,260,508,629,380,2369,2946,5775,7491,16211,13164,7298,144566,23676,26541,82325,36402,95056,33264,10455,7295,784521,114318,47585,66733,670203,333803,336400,289146,230514,58632,289146,222518,66628,793361,385464,407897
180,676165,44.3,42.7,45.6,23,01,493039,2635,147,87,24,47,113,237,258,1238,1287,3881,4733,5110,5769,4409,123868,18352,25165,66555,46992,111473,51887,11760,7012,659196,67163,29985,37178,592033,289955,302078,276441,211961,64480,276441,200827,75614,667643,323718,343925
181,655314,44.7,43.6,45.6,23,02,473530,3000,84,0,21,224,82,156,303,1079,1238,9499,5785,9348,8054,5290,148901,27248,32553,63667,47992,69961,27651,6402,4992,636775,94586,41578,53008,542189,270611,271578,255219,184458,70761,255219,171668,83551,649505,318372,331133
182,735590,42.5,40.6,44.3,24,01,510595,5130,352,35,201,0,682,603,877,2743,1973,4311,5867,9387,11729,8212,144953,19341,36512,65830,35844,92853,47466,9689,6005,718171,73040,34634,38406,645131,316615,328516,272561,213499,59062,272561,204304,68257,724637,354034,370603
183,764948,36.2,35.3,37.0,24,02,515885,5154,0,739,172,317,735,193,256,4274,1892,4849,6184,9732,11442,8314,123048,23513,33694,72347,36845,105826,49217,9464,7678,741032,76474,30908,45566,664558,318856,345702,281015,227913,53102,281015,222900,58115,742824,348911,393913
184,764166,38.2,36.2,40.0,24,03,531408,5241,47,140,238,296,1017,571,636,2616,1064,3225,3431,7143,6026,6768,101992,14421,25311,65685,34947,127785,81822,23692,17294,747534,65554,28605,36949,681980,333844,348136,292373,239919,52454,292373,233414,58959,754363,364327,390036
185,755108,36.8,35.3,38.2,24,04,512319,9935,117,0,663,1379,2422,2507,2788,10785,1997,3619,8991,5542,9450,8677,115301,13871,32479,76454,31142,98762,58897,10135,6406,748394,66507,31728,34779,681887,328106,353781,264065,225902,38163,264065,220646,43419,747843,358743,389100
186,758857,38.3,36.7,39.8,24,05,510105,5543,112,0,8,242,751,785,1149,4147,1234,4071,4727,6101,6846,9151,124625,16897,34774,82645,34378,91788,62553,9980,7598,737875,54907,24456,30451,682968,335215,347753,261844,219168,42676,261844,212994,48850,748648,364099,384549
187,757889,38.9,36.9,40.5,24,06,514750,7000,185,202,197,63,1618,1227,2194,3557,1121,4119,6621,8137,6730,8587,112114,14989,29649,54758,38172,106517,70674,17902,18417,735964,70630,31985,38645,665334,325697,339637,270725,220157,50568,270725,215004,55721,739529,359241,380288
188,722745,37.7,36.4,39.0,24,07,498113,5895,324,0,189,391,259,686,408,1996,1618,4949,5637,10613,12214,9267,114874,18005,22442,71421,28537,101984,59229,15120,12055,699744,114579,51036,63543,585165,278233,306932,270269,208249,62020,270269,202610,67659,712468,335561,376907
189,757144,40.4,39.0,41.5,24,08,529333,8114,199,0,274,438,1397,939,2039,5248,2111,2816,4617,3425,4283,6772,77709,10817,22944,52250,28620,134976,98644,32994,27707,746312,46024,18086,27938,700288,345939,354349,281805,234741,47064,281805,226859,54946,748223,363985,384238
190,729294,40.9,39.5,42.5,25,01,503362,6320,0,41,259,728,1068,1350,1184,3348,2784,6602,7298,10172,10422,8876,131315,18507,31876,61876,49704,88810,46701,7965,6156,703488,98262,42422,55840,605226,296647,308579,285949,213762,72187,285949,205373,80576,721034,346514,374520
191,749202,39.0,37.6,40.1,25,02,500935,5380,91,183,218,299,278,391,653,2054,821,4649,4885,10259,8318,6701,119155,16570,24969,59624,43148,108785,60565,10643,12296,706207,74330,33440,40890,631877,311635,320242,279000,217553,61447,279000,209457,69543,738297,358988,379309
192,761611,39.3,37.3,40.8,25,03,515641,9888,0,0,622,820,1920,2169,1446,2751,1652,8948,6441,7506,6914,8737,115873,17522,28755,58738,41989,105005,65700,10211,12034,743706,81838,39522,42316,661868,324356,337512,270620,220167,50453,270620,214176,56444,750027,366932,383095
193,753156,41.4,40.0,42.3,25,04,512380,3857,106,72,37,327,386,2018,542,1856,687,5036,3955,6273,4277,4347,89690,11875,25401,51020,39181,135046,79293,25857,21241,727578,45294,20313,24981,682284,339065,343219,271263,220354,50909,271263,214182,57081,744627,364735,379892
194,759165,39.4,38.2,40.6,25,05,536665,6582,0,185,166,108,409,1438,3600,2447,1580,4140,2983,2614,4268,5904,92588,10144,16979,45268,27424,148990,105694,24864,28290,732704,56957,25263,31694,675747,332807,342940,292625,240675,51950,292625,231642,60983,753464,367347,386117
195,766310,42.8,41.1,44.4,25,06,539492,7053,271,105,159,229,1297,1346,1124,3125,1544,3800,4693,4023,4275,8176,116966,13456,25167,58564,46873,139650,73420,12131,12045,748747,53981,22478,31503,694766,343076,351690,289280,228957,60323,289280,222100,67180,757857,369070,388787
196,779173,31.8,31.2,32.4,25,07,524484,12114,211,209,720,1393,2560,2957,5022,5990,4534,10080,10228,7406,8022,10797,104198,15134,16286,55369,26198,125872,65837,17493,15854,726547,148236,62083,86153,578311,288615,289696,292430,235394,57036,292430,230371,62059,774217,373123,401094
197,773806,39.3,37.4,40.9,25,08,558462,5757,209,78,292,432,700,1707,1122,2581,987,4095,4597,7724,5159,9825,117531,13116,25628,55828,39546,155118,74725,21333,10372,759286,69414,27352,42062,689872,333753,356119,302523,242837,59686,302523,237104,65419,764303,363466,400837
198,740062,45.5,43.5,46.9,25,09,536094,6820,83,72,229,640,1392,3766,925,1727,2473,5889,5123,6210,7305,5657,136651,16205,27726,65558,49293,117019,57416,10061,7854,725986,58285,23635,34650,667701,324306,343395,295708,219411,76297,295708,207804,87904,732191,350658,381533
199,699621,46.4,45.0,48.2,26,01,507908,3901,49,77,16,109,55,79,169,690,898,4076,4046,9508,10389,6966,145560,24883,40528,82094,48920,78681,34333,7438,4443,673334,99198,48251,50947,574136,288086,286050,283981,189065,94916,283981,179382,104599,681747,340922,340825
200,734965,36.8,35.8,37.6,26,02,478389,4788,68,54,250,374,565,708,745,2574,843,5670,4648,9613,9025,9037,134129,22938,40077,71180,47114,78621,27747,4339,3282,714960,95017,43839,51178,619943,306357,313586,272671,210211,62460,272671,204845,67826,726614,355381,371233
201,733618,37.2,36.1,38.4,26,03,491063,5827,39,138,177,477,1214,693,937,3149,926,5182,4773,7227,8057,6504,121559,20049,36534,69221,44124,100751,39452,8076,5977,715172,92098,43332,48766,623074,311914,311160,274579,215873,58706,274579,209921,64658,723950,359227,364723
202,700487,41.4,40.0,42.8,26,04,477437,4315,16,98,0,0,150,101,180,666,566,5654,4893,10169,8675,6772,146590,20728,41107,76704,45712,65127,27337,6194,5683,672320,100671,45524,55147,571649,288111,283538,269712,187285,82427,269712,180221,89491,687699,339889,347810
203,681278,41.0,38.9,42.7,26,05,469947,3175,14,72,37,180,356,278,305,866,695,5033,5610,10165,12053,7651,136306,23807,38602,83264,52384,56996,25079,4957,2062,672747,132642,59117,73525,540105,267469,272636,282014,190658,91356,282014,183157,98857,676322,328238,348084
204,716163,38.8,37.4,40.0,26,06,476831,3715,81,0,112,184,156,433,296,2931,559,7337,6199,9699,8027,6345,116049,21349,41421,72723,45922,80072,40037,6782,6402,700012,104722,48229,56493,595290,296180,299110,278608,212323,66285,278608,205550,73058,711404,350120,361284
205,700983,41.9,40.6,43.2,26,07,485550,3129,53,12,207,9,345,972,133,755,981,4599,5270,9676,7906,6402,129561,22462,45525,77870,50008,77745,32826,5764,3340,676784,79766,35797,43969,597018,297954,299064,269633,201048,68585,269633,194581,75052,684314,337725,346589
206,734008,38.1,36.9,39.3,26,08,478583,3204,0,201,0,215,22,210,341,645,489,3158,3801,5763,5051,4726,93155,12808,33978,73112,43349,113624,57661,12274,10796,711966,82007,38524,43483,629959,311065,318894,277822,220385,57437,277822,214850,62972,730533,358822,371711
207,711069,40.5,38.3,42.5,26,09,513031,8817,209,51,93,249,598,855,461,2521,770,4839,4948,9122,9309,8248,133415,13946,32093,79006,47911,98819,40375,11551,4825,705117,85986,37234,48752,619131,306184,312947,296402,226920,69482,296402,220476,75926,706453,344019,362434
208,714802,43.6,42.2,44.9,26,10,505568,4779,208,219,226,293,318,278,838,923,1029,5056,5355,8520,10092,8866,145297,18883,44829,79449,53817,75427,32554,6100,2212,706702,68224,28285,39939,638478,321034,317444,282229,209201,73028,282229,202452,79777,708014,349646,358368
209,732690,41.5,40.5,42.2,26,11,512619,4288,0,0,91,14,273,186,634,929,1044,2619,1928,5914,4586,5100,86359,10632,32711,72219,43958,138145,75787,17267,7935,726620,45945,21036,24909,680675,335597,345078,285826,228170,57656,285826,223073,62753,729753,358139,371614
210,708880,35.3,33.8,36.9,26,12,457354,6399,109,126,119,250,387,915,759,2598,1417,3529,4542,8322,10034,6818,99806,15204,30299,74980,35418,79630,48278,11935,15480,687699,115569,54197,61372,572130,282725,289405,275304,213520,61784,275304,208782,66522,703058,344117,358941
211,658383,36.3,34.6,37.7,26,13,433319,5576,109,64,80,319,561,776,1087,3620,1580,8104,7993,14683,19520,14637,113905,26071,30012,87364,33420,39681,19375,2883,1899,648738,191726,87714,104012,457012,220177,236835,259120,176026,83094,259120,171259,87861,655118,311597,343521
212,701353,37.7,35.8,39.9,26,14,472803,5494,463,67,97,523,258,373,1575,3021,973,4611,6908,10418,13871,10124,100391,22501,28574,82716,34071,79418,46400,13669,6287,690150,158365,70106,88259,531785,258676,273109,276252,200583,75669,276252,194802,81450,693120,330044,363076
213,672415,38.3,37.4,39.1,27,01,446966,4542,31,0,8,269,1109,524,61,2806,486,7527,4298,5198,5931,4640,121426,14426,29918,62748,56086,81916,29417,7104,6495,651051,68964,29587,39377,582087,293947,288140,265527,211441,54086,265527,203313,62214,662051,329137,332914
214,700264,37.7,36.8,38.7,27,02,465096,3413,46,0,83,716,556,188,606,2022,1334,3084,1929,1848,3906,5272,90054,14218,30242,70664,56071,123794,40306,9380,5364,688772,40284,18133,22151,648488,322643,325845,259773,216682,43091,259773,211228,48545,695245,343378,351867
215,709906,40.1,38.9,41.0,27,03,491823,4062,161,44,112,39,257,173,417,730,70,2595,2153,2891,4366,6463,70863,9248,26776,69085,50283,156474,62428,13611,8522,705408,39667,16328,23339,665741,327092,338649,275827,224711,51116,275827,218294,57533,707033,344416,362617
216,702162,36.0,34.7,37.1,27,04,466882,12328,0,68,832,285,752,439,173,1899,831,3523,2776,3946,4764,7135,86281,14749,27272,59945,41732,121293,49157,14420,12282,684687,80241,36574,43667,604446,297744,306702,267990,215023,52967,267990,210329,57661,694855,338329,356526
217,708082,34.0,33.5,34.7,27,05,485830,7760,195,388,195,615,791,816,1128,4826,816,3639,4142,3163,6944,7188,80462,13821,27125,64252,41456,139083,52638,15891,8496,689370,105567,50647,54920,583803,294891,288912,297273,244124,53149,297273,237980,59293,701837,352033,349804
218,696720,37.1,36.4,37.7,27,06,455351,2379,0,198,0,13,224,237,724,713,224,2693,1684,4900,4494,5068,110872,15567,34081,74266,62893,95442,28358,6093,4228,682441,45713,20929,24784,636728,321703,315025,251892,211881,40011,251892,206662,45230,690457,346289,344168
219,668049,40.2,39.0,41.5,27,07,449539,3553,112,209,25,104,537,126,487,1490,795,9053,3361,6086,8133,5886,132343,14706,31556,70434,62393,70866,18964,4943,3377,650505,72135,31997,40138,578370,296368,282002,264577,202793,61784,264577,193283,71294,659685,332128,327557
220,662354,43.4,42.0,44.8,27,08,463796,2086,13,9,51,48,123,51,282,301,640,3788,2761,8159,7169,5576,128899,20002,39355,78993,58848,71257,23669,7310,4406,644129,80705,37367,43338,563424,287944,275480,265866,189512,76354,265866,182285,83581,651275,329072,322203
221,764223,37.9,36.7,38.9,28,01,501733,4398,33,40,63,341,1198,421,1534,3197,3291,7455,10181,17775,19932,12090,127868,31112,30521,81078,45176,66259,25368,7082,5320,744490,131431,57106,74325,613059,299408,313651,280350,205261,75089,280350,197270,83080,753985,359225,394760
222,705911,36.2,34.5,37.5,28,02,456953,7319,0,0,107,465,1165,735,1618,3547,4094,9277,12364,15822,21933,10191,112889,29966,21714,80739,34940,54807,24166,5170,3925,675544,184328,77967,106361,491216,240689,250527,257899,177974,79925,257899,170737,87162,686904,323609,363295
223,751004,37.1,35.4,38.6,28,03,492266,5970,71,0,199,150,780,1008,895,3872,2913,6812,8879,13660,13970,12102,121154,28238,23193,76973,43975,76632,35188,9249,6383,725699,139997,58435,81562,585702,289040,296662,271623,199608,72015,271623,190397,81226,733423,350876,382547
